name,email,date_of_birth,mobile_no,birthdate,above_18
Samantha Reyes,Samantha_Reyes@daniel.info,2013/06/14,2561833,20130614,False
Jesse Brown,Jesse_Brown@townsend-wilcox.net,1986/03/19,3859381,19860319,True
Sharon Carroll,Sharon_Carroll@bell.net,2010-06-01,3078629,20100601,False
Julia Mueller,Julia_Mueller@norris.com,1954-09-21,22641,19540921,True
Amanda Adams,Amanda_Adams@ponce.info,2018-07-30,9034467,20180730,False
Luis Beck,Luis_Beck@hall-gardner.info,1989/01/01,203877,19890101,True
Gary Ryan,Gary_Ryan@wright-yu.org,10-10-1996,78108759,19961010,True
Dustin Cohen,Dustin_Cohen@spears.com,2009-11-02,78581,20091102,False
John Wright,John_Wright@peterson.com,1952/07/15,8902167,19520715,True
Andrew Hansen,Andrew_Hansen@williams-stanton.org,09-07-1957,58111,19570907,True
Teresa Kane,Teresa_Kane@pacheco.com,2000-06-24,52481,20000624,True
Steve Chavez,Steve_Chavez@golden.org,1970/07/11,48246,19700711,True
Kevin Carter,Kevin_Carter@snyder-patel.com,1983/08/31,60941,19830831,True
Alec Davis,Alec_Davis@dalton.net,09-06-2016,8348698,20160906,False
David Mitchell,David_Mitchell@collier.com,1969/05/15,6315058,19690515,True
Janet Ramsey,Janet_Ramsey@watkins-johnson.com,01/04/1964,319575,19640104,True
Joe Clark,Joe_Clark@shaw-flores.com,07/21/1957,91016,19570721,True
Jared Stephens,Jared_Stephens@richards.net,2005/04/10,46096,20050410,False
Ernest Fisher,Ernest_Fisher@huber-jones.info,1984-11-25,69906,19841125,True
Heather Anderson,Heather_Anderson@phillips.com,1981/10/17,14946,19811017,True
Robert White,Robert_White@yang.com,09/06/1966,80151,19660906,True
Brenda Gonzales,Brenda_Gonzales@silva.info,01-01-1973,4777781,19730101,True
Julia Price,Julia_Price@mcclure-welch.biz,1990/10/04,77046,19901004,True
Bethany Keller,Bethany_Keller@butler.com,09-10-2004,8119637,20040910,False
Andrew Hughes,Andrew_Hughes@brown.org,27-06-1994,636603,19940627,True
Jessica Lloyd,Jessica_Lloyd@johnston-holland.com,2005-03-10,53471,20050310,False
Tiffany Mathews,Tiffany_Mathews@beard.com,11/13/1993,304497,19931113,True
Brenda Orr,Brenda_Orr@dominguez.com,2015-05-20,58431,20150520,False
Raymond Bryant,Raymond_Bryant@garrett.com,08-02-1987,720489,19870802,True
Cynthia Hill,Cynthia_Hill@stark.org,12/09/1995,77741,19951209,True
Brenda Martin,Brenda_Martin@howard.biz,03/02/1959,3995146,19590302,True
Morgan Martin,Morgan_Martin@hicks.info,27-02-1951,363111,19510227,True
Kelly Jones,Kelly_Jones@russell.com,1965-09-15,70456,19650915,True
Garrett Cortez,Garrett_Cortez@powell-meyer.biz,2005/02/04,46771,20050204,False
Sean Munoz,Sean_Munoz@bell.com,1952-12-01,4136329,19521201,True
Jennifer Kennedy,Jennifer_Kennedy@thompson-pollard.com,01/02/1963,6928181,19630102,True
Ryan Rogers,Ryan_Rogers@walker-green.com,2004/04/22,1594209,20040422,False
Mary Moore,Mary_Moore@knight.info,07/20/1967,51073987,19670720,True
Kimberly Gomez,Kimberly_Gomez@robinson-becker.com,2014-03-04,35756,20140304,False
Gregory Russell,Gregory_Russell@johnson.com,10/30/1968,9921787,19681030,True
Jenna Conway,Jenna_Conway@powers.com,06/08/2018,935067,20180608,False
Paula Taylor,Paula_Taylor@roberts.org,05/25/2003,84436,20030525,False
Sherry Davis,Sherry_Davis@dixon-jones.com,1966/05/27,928305,19660527,True
Angela Pope,Angela_Pope@ayala.net,03/06/1999,902553,19990306,True
Alicia Petersen,Alicia_Petersen@hart.com,2002-05-05,2301762,20020505,True
Jerry Castillo,Jerry_Castillo@graham.com,1960/12/02,3806531,19601202,True
Mary Hernandez,Mary_Hernandez@shaw.com,1975/05/26,736977,19750526,True
Jessica Morton,Jessica_Morton@massey-hall.com,1972-07-16,842511,19720716,True
Jennifer Daniels,Jennifer_Daniels@cobb.info,1986/07/13,9581111,19860713,True
Troy Taylor,Troy_Taylor@evans.com,1994/01/05,87921,19940105,True
Travis Dixon,Travis_Dixon@lynn.com,07-03-1991,63841,19910703,True
Ana Garcia,Ana_Garcia@fisher-barnes.info,2015/05/29,394749,20150529,False
Robin Johns,Robin_Johns@wright.com,05/16/2016,7412539,20160516,False
Jacqueline Campbell,Jacqueline_Campbell@anderson.biz,18-10-1998,89806,19981018,True
Sonya Oconnor,Sonya_Oconnor@swanson.biz,02/04/1954,275283,19540204,True
Timothy Simmons,Timothy_Simmons@ramirez.com,1982-12-16,8586068,19821216,True
Nicholas Davenport,Nicholas_Davenport@collier.org,2012-02-17,7029562,20120217,False
Ashley Norris,Ashley_Norris@ramos.com,2004/05/30,300135,20040530,False
Stephanie Ferguson,Stephanie_Ferguson@gonzalez-rogers.net,04-10-2001,363303,20010410,True
Stephen Gibson,Stephen_Gibson@cantrell.com,2000/01/17,199677,20000117,True
Pamela Flores,Pamela_Flores@smith.org,07/16/1953,98051,19530716,True
Alexandra Marshall,Alexandra_Marshall@martinez-rogers.com,08-07-1969,2044883,19690807,True
Cynthia Burns,Cynthia_Burns@riley-gardner.com,08/13/1988,7757156,19880813,True
Vincent Robles,Vincent_Robles@lopez.com,29-12-1985,172791,19851229,True
Richard Randall,Richard_Randall@avery.biz,1951/05/18,1467600,19510518,True
Lisa Christian,Lisa_Christian@chang-hernandez.com,1976-03-25,870465,19760325,True
Robert Butler,Robert_Butler@weiss-scott.biz,05/21/2000,66234759,20000521,True
Melinda Wang,Melinda_Wang@west.biz,1977-09-06,53607903,19770906,True
Lori Wilson,Lori_Wilson@kelly.com,16-02-2016,207231,20160216,False
Jacob Marks,Jacob_Marks@willis.org,24-09-1972,40766,19720924,True
Michael Smith,Michael_Smith@stephens.info,1977/01/03,623181,19770103,True
Thomas Mata,Thomas_Mata@brewer.com,2005-06-30,28761,20050630,False
Laura Ramos,Laura_Ramos@johnson.net,1964/06/09,858435,19640609,True
Sean White,Sean_White@peterson.com,04/18/1995,388377,19950418,True
Nathaniel Martin,Nathaniel_Martin@harrison-williamson.com,1990-11-02,204279,19901102,True
Richard Jones,Richard_Jones@jones.com,03/07/2000,58736,20000307,True
Joshua Beard,Joshua_Beard@smith.com,1979-12-15,8535822,19791215,True
Isabel Schmidt,Isabel_Schmidt@santana.biz,1978-08-20,3811900,19780820,True
Cynthia Cannon,Cynthia_Cannon@crawford.org,2017/02/09,5139835,20170209,False
Ryan Miller,Ryan_Miller@farley.biz,23-03-2000,96881,20000323,True
Thomas Lyons,Thomas_Lyons@carter-jackson.biz,28-02-2017,83116,20170228,False
Michael Silva,Michael_Silva@stevenson.biz,22-09-2007,774411,20070922,False
Donna Hill,Donna_Hill@beard-mcdonald.org,04/16/1955,2546398,19550416,True
Marcus Fisher,Marcus_Fisher@sanders.org,2012-06-22,79101911,20120622,False
Dale Williams,Dale_Williams@wright.com,2009/03/13,95221,20090313,False
Adam Smith,Adam_Smith@reed-smith.org,05/29/1984,27756583,19840529,True
Jason Fritz,Jason_Fritz@wright-calderon.info,08-12-1988,3216207,19880812,True
Ann Williams,Ann_Williams@garrett-gardner.com,12-05-1966,38531,19661205,True
Roberta Hebert,Roberta_Hebert@lewis-avila.com,28-05-1995,41946,19950528,True
Mallory Bennett,Mallory_Bennett@long-davis.biz,2010-11-17,93423735,20101117,False
Jamie Bowman,Jamie_Bowman@williams-mercer.com,12-07-1984,2083936,19841207,True
Robert Rodriguez,Robert_Rodriguez@bishop-thomas.biz,1982-09-16,958059,19820916,True
Brenda Martinez,Brenda_Martinez@williams.com,1990-01-27,93706,19900127,True
Jonathan Lowery,Jonathan_Lowery@hernandez.com,05/16/2011,918267,20110516,False
Joshua Gordon,Joshua_Gordon@chambers.biz,1965/10/02,2250564,19651002,True
Christopher Lee,Christopher_Lee@contreras.org,2002-05-11,3433032,20020511,True
Carlos Powell,Carlos_Powell@brown-martinez.biz,2017-09-03,37956,20170903,False
Michael White,Michael_White@haynes-garza.net,03/18/1991,54361,19910318,True
Melissa Patel,Melissa_Patel@marsh-oneal.org,1982/09/02,860307,19820902,True
Ryan Jimenez,Ryan_Jimenez@lyons.com,05/28/1978,939567,19780528,True
Jacob Jones,Jacob_Jones@castillo.net,1996-02-24,8943159,19960224,True
Michele Walters,Michele_Walters@chase.org,08/24/2007,1256480,20070824,False
Lonnie Mccarty,Lonnie_Mccarty@marshall.org,07-02-1964,6079515,19640702,True
Michelle Guerrero,Michelle_Guerrero@perry.com,07/22/1994,4095813,19940722,True
Sarah Baker,Sarah_Baker@cook.com,20-06-1958,2973629,19580620,True
Michelle Becker,Michelle_Becker@snyder.com,1968-08-10,5440163,19680810,True
Jonathan Matthews,Jonathan_Matthews@carter.info,2009/06/02,2588776,20090602,False
Tammy Thompson,Tammy_Thompson@jimenez.org,29-05-2002,13111159,20020529,True
Jade Anderson,Jade_Anderson@johnston.com,1994/08/09,7830215,19940809,True
Deborah Johnson,Deborah_Johnson@allen-wise.info,1957-04-29,9390914,19570429,True
Austin Church,Austin_Church@mooney.biz,05/06/1993,818415,19930506,True
Alyssa Ferguson,Alyssa_Ferguson@holmes.com,04-10-2004,64014879,20040410,False
Nicholas Palmer,Nicholas_Palmer@anderson-mccann.biz,10-08-1990,7871844,19901008,True
David Anderson,David_Anderson@hill.info,2013/03/01,68911,20130301,False
Connie English,Connie_English@finley.info,2006-08-07,47821,20060807,False
Jeffrey Williams,Jeffrey_Williams@floyd-lynch.com,1978-06-14,7810342,19780614,True
Jonathan Smith,Jonathan_Smith@crawford-luna.com,1992/09/23,7122494,19920923,True
Nicole Martinez,Nicole_Martinez@mckenzie.com,10/28/1973,807969,19731028,True
Brian Castro,Brian_Castro@lee-sherman.com,1981-10-23,326025,19811023,True
Michael Washington,Michael_Washington@hicks.net,10/30/1981,95266,19811030,True
Elizabeth George,Elizabeth_George@kramer.org,13-08-1964,48841,19640813,True
Scott Jackson,Scott_Jackson@willis.com,11/08/2013,335067,20131108,False
Christopher Johnson,Christopher_Johnson@johnson.com,14-07-1998,48781,19980714,True
Shelby Robles,Shelby_Robles@carpenter.com,2013-08-16,59787175,20130816,False
Alfred Price,Alfred_Price@wright.com,2015/12/29,684627,20151229,False
Kathleen Bates,Kathleen_Bates@galloway.com,1966-02-20,533883,19660220,True
Dawn Lawson,Dawn_Lawson@mitchell-newton.com,1970/09/08,574731,19700908,True
Valerie Calderon,Valerie_Calderon@snyder.com,27-09-2000,22476,20000927,True
Sharon Singleton,Sharon_Singleton@nichols-henderson.com,24-08-1970,99406,19700824,True
Christina Simmons,Christina_Simmons@baker-white.com,07/21/1986,80321,19860721,True
Sarah Smith,Sarah_Smith@sims.com,05/02/1961,599163,19610502,True
Christina Hernandez,Christina_Hernandez@ruiz.org,1989/05/16,7791456,19890516,True
William Scott,William_Scott@taylor.biz,18-04-1962,44661,19620418,True
Katherine George,Katherine_George@haynes.biz,06-07-1975,5313134,19750607,True
Patricia Murray,Patricia_Murray@burke.net,1988-12-23,1363811,19881223,True
Kelsey King,Kelsey_King@mccarthy-bowman.info,2016/08/26,8185234,20160826,False
Joseph Singleton,Joseph_Singleton@figueroa-myers.com,06-08-1966,4913826,19660608,True
Amy Reed,Amy_Reed@barajas-wise.com,08/09/2018,44366,20180809,False
Kelly Johnson,Kelly_Johnson@ramsey.info,2001/12/19,2721370,20011219,True
Luke Lyons,Luke_Lyons@davis.com,17-01-2014,89456095,20140117,False
Randy Johns,Randy_Johns@rodriguez.com,2015/01/23,15616,20150123,False
Joshua Hogan,Joshua_Hogan@baker.com,2013-12-10,642915,20131210,False
Ricardo Leon,Ricardo_Leon@white-hernandez.net,2013-04-23,3905406,20130423,False
Wendy Perry,Wendy_Perry@burke-johnson.biz,04/22/1965,1559503,19650422,True
Amy Decker,Amy_Decker@bates-davis.com,1968-05-17,86231,19680517,True
Karen Crane,Karen_Crane@garcia-brown.net,2004/12/13,959649,20041213,False
George Garcia,George_Garcia@fuller.biz,04-08-1997,585873,19970408,True
Sherry Flores,Sherry_Flores@velasquez.biz,07/19/1962,1909944,19620719,True
Julia Patrick,Julia_Patrick@haynes.org,12/25/1963,44201,19631225,True
Joshua Clark,Joshua_Clark@allen.com,04/22/1968,753765,19680422,True
Melissa Jackson,Melissa_Jackson@ford-thompson.org,2018-01-16,28591,20180116,False
Elizabeth Estes,Elizabeth_Estes@riggs.org,2011-09-07,15711,20110907,False
Erin Clark,Erin_Clark@moreno.com,1975-04-27,7953499,19750427,True
Cynthia Smith,Cynthia_Smith@patel-moore.com,09-02-1957,396567,19570902,True
Stacy Anderson,Stacy_Anderson@hamilton-james.info,31-01-1967,1520394,19670131,True
Elizabeth Brown,Elizabeth_Brown@fernandez-mcclure.com,1982-11-22,8171115,19821122,True
Christine Murray,Christine_Murray@matthews.com,01/25/2001,6362308,20010125,True
James Golden,James_Golden@henderson.com,03-06-1966,692271,19660306,True
Jeremy Butler,Jeremy_Butler@allen.biz,2001-01-16,92810031,20010116,True
Matthew Andersen,Matthew_Andersen@clark.biz,17-10-1987,654225,19871017,True
Jonathan Parker,Jonathan_Parker@guerrero-garcia.net,2013-09-04,6040210,20130904,False
Richard Warren,Richard_Warren@ibarra-woods.com,2005-07-06,88766,20050706,False
Sandra Vargas,Sandra_Vargas@montgomery.com,2014/06/02,248151,20140602,False
Kendra Martinez,Kendra_Martinez@lewis-rodriguez.com,08-04-1973,6730508,19730804,True
Adam Foster,Adam_Foster@jackson-adams.biz,04/16/2018,7559154,20180416,False
Shelly Fritz,Shelly_Fritz@davis.info,1969-11-09,7769770,19691109,True
Maria Blanchard,Maria_Blanchard@bryant-bullock.info,1978/02/09,4091564,19780209,True
Mandy Greer,Mandy_Greer@williams.info,12-06-2013,969459,20131206,False
Martin Jones,Martin_Jones@schaefer.net,23-04-1969,5236638,19690423,True
Robert Morris,Robert_Morris@rice.net,10/26/2013,554439,20131026,False
Nicole Lewis,Nicole_Lewis@dean-cook.com,18-01-2009,337263,20090118,False
Christine Wright,Christine_Wright@green-juarez.com,09-08-1964,4398024,19640908,True
David Robinson,David_Robinson@thompson-franco.org,05/25/2004,58876,20040525,False
Christopher Case,Christopher_Case@joseph-steele.com,1963/04/17,62311,19630417,True
Mark Ward,Mark_Ward@wells-nolan.net,1978-09-01,567795,19780901,True
Dana Phillips,Dana_Phillips@villarreal-gray.com,11/08/1964,459291,19641108,True
John Jensen,John_Jensen@thomas-davidson.info,03/08/2002,409647,20020308,True
Michelle Robinson,Michelle_Robinson@harper.com,2010-11-18,32982943,20101118,False
Michael Simmons,Michael_Simmons@lee-gates.com,1984/10/03,172137,19841003,True
Luis Woods,Luis_Woods@frank-jackson.com,01/03/1969,4875046,19690103,True
Mitchell Glover,Mitchell_Glover@wagner.info,1967-03-14,4718386,19670314,True
Sarah Thompson,Sarah_Thompson@cooper-rowe.com,12/16/2014,78039819,20141216,False
Julie Brown,Julie_Brown@lloyd.com,15-09-2017,60331,20170915,False
Gregory Hayes,Gregory_Hayes@austin-gonzalez.com,1981-08-15,5082162,19810815,True
James Rice,James_Rice@cooley.com,1953/05/05,8076958,19530505,True
Gabriel Jackson,Gabriel_Jackson@ward.com,1987/09/21,3836477,19870921,True
Melissa Valdez,Melissa_Valdez@martinez-anderson.com,11-05-2010,9213751,20101105,False
Thomas Mullen,Thomas_Mullen@barton.com,1980/01/08,1356986,19800108,True
Dawn Smith,Dawn_Smith@white-russell.info,1962-10-19,51771,19621019,True
Lisa Glover,Lisa_Glover@middleton-leach.com,2010-05-18,3547468,20100518,False
Katherine Pierce,Katherine_Pierce@andrade.com,09/26/2012,59446,20120926,False
Wayne Keller,Wayne_Keller@schultz.com,05/13/1991,81756,19910513,True
Steven Morgan,Steven_Morgan@cooper-leonard.com,2011/11/24,76480319,20111124,False
Zachary Thompson,Zachary_Thompson@house.biz,10/06/1975,2760031,19751006,True
Matthew Gutierrez,Matthew_Gutierrez@garcia-henderson.com,1990/04/21,735321,19900421,True
Stephanie Mcdonald,Stephanie_Mcdonald@carr.com,1968/12/15,51086,19681215,True
Robert Heath,Robert_Heath@jenkins-thomas.org,12-07-2006,121323,20061207,False
Lindsey Gonzalez,Lindsey_Gonzalez@branch.com,25-05-2015,3807595,20150525,False
Claire Reeves,Claire_Reeves@pierce.com,1975/04/21,140337,19750421,True
Brandy Watson,Brandy_Watson@vargas-walker.com,1969/10/10,855987,19691010,True
Jason Wilson,Jason_Wilson@mason.com,1988-03-25,8667821,19880325,True
Heather Garcia,Heather_Garcia@patrick-kelley.com,1954/11/29,9172430,19541129,True
Kathleen Chavez,Kathleen_Chavez@fitzgerald-olson.biz,1960-05-06,78876,19600506,True
Samantha Shepard,Samantha_Shepard@larson.com,02/08/2007,20998183,20070208,False
Shaun Dougherty,Shaun_Dougherty@reyes-cooper.com,05-05-1973,5841235,19730505,True
Amber Young,Amber_Young@morales-white.com,22-09-1953,345987,19530922,True
Jonathan Wilkerson,Jonathan_Wilkerson@lewis.biz,1987-05-05,899433,19870505,True
Robert Rivas,Robert_Rivas@sutton.com,08/08/1979,96701,19790808,True
Anthony Moore,Anthony_Moore@harris.com,1994/05/29,422439,19940529,True
Jeffrey Hill,Jeffrey_Hill@myers.com,10-04-2015,60561,20151004,False
Amber Stone,Amber_Stone@walker.com,1973-09-29,459441,19730929,True
Crystal Fletcher,Crystal_Fletcher@lawrence.info,1961-01-15,34430647,19610115,True
Amy Roach,Amy_Roach@thomas.org,2011/02/10,752781,20110210,False
Christy Gilbert,Christy_Gilbert@sanders.net,10/07/1975,882963,19751007,True
Caroline Grimes,Caroline_Grimes@cooper.com,1955-11-09,281277,19551109,True
David Oconnell,David_Oconnell@carpenter-cooper.com,01/10/2017,88501,20170110,False
Kayla Porter,Kayla_Porter@blackwell.org,1981-05-29,313557,19810529,True
Phillip Stewart,Phillip_Stewart@mcfarland-kim.com,1963/08/31,614103,19630831,True
David Schneider,David_Schneider@garcia.biz,1998-09-07,9586998,19980907,True
Michael Porter,Michael_Porter@shepherd.org,06/14/1977,69635251,19770614,True
Melissa Freeman,Melissa_Freeman@roman.biz,1956-12-04,338715,19561204,True
Erica Richardson,Erica_Richardson@bryant-paul.net,08/12/1999,724251,19990812,True
Jeanette Hood,Jeanette_Hood@bryant.info,1988-10-20,84161,19881020,True
Douglas Thompson,Douglas_Thompson@gonzalez-sparks.com,1989/12/21,5969958,19891221,True
Jerry Torres,Jerry_Torres@nichols.com,01/29/2008,48554759,20080129,False
Jason Harmon,Jason_Harmon@jones.com,08/15/1986,8599718,19860815,True
Donna Dixon,Donna_Dixon@nunez-kim.com,07-11-2014,23338919,20140711,False
Anthony Brady,Anthony_Brady@gonzales.com,1980/10/19,7228201,19801019,True
Samantha Mendoza,Samantha_Mendoza@hamilton.com,2001-10-22,9850737,20011022,True
Stephanie King,Stephanie_King@torres-goodwin.org,06/18/1960,3827629,19600618,True
Sara Carter,Sara_Carter@sanford-cruz.net,31-12-1995,88646,19951231,True
Alex Clay,Alex_Clay@johnson.com,2002-08-21,25231,20020821,True
Ryan Harrell,Ryan_Harrell@thornton.com,08-11-2013,92581903,20130811,False
David Garcia,David_Garcia@burch.com,04/30/2015,59266,20150430,False
Michael Nguyen,Michael_Nguyen@mcintyre-bird.com,12/30/1998,55721,19981230,True
Austin Andrade,Austin_Andrade@walton-vasquez.com,23-01-1990,870849,19900123,True
Andrea Ray,Andrea_Ray@roberts.com,20-07-1971,341925,19710720,True
Adrienne Tucker,Adrienne_Tucker@martinez-hernandez.biz,01-06-1999,788901,19990106,True
Johnny Lee,Johnny_Lee@sims.com,1973-03-28,8541149,19730328,True
Jeffrey Walter,Jeffrey_Walter@dillon.com,1959/03/09,2748068,19590309,True
Anthony Rivera,Anthony_Rivera@hines-flores.info,2008/09/21,278973,20080921,False
Mary Whitehead,Mary_Whitehead@aguilar.com,26-12-1953,52216,19531226,True
Robert Williams,Robert_Williams@alvarez-stein.com,02/22/1995,27876,19950222,True
Judy Johnson,Judy_Johnson@sullivan.info,1976-08-27,887421,19760827,True
Janet Kelly,Janet_Kelly@lloyd.com,2008/11/08,46886,20081108,False
Angie Meyers,Angie_Meyers@burgess.biz,2014/09/10,87081,20140910,False
Sandra Lewis,Sandra_Lewis@keller-henry.info,12/24/1995,80811,19951224,True
Kim Brady,Kim_Brady@nguyen.info,1979/05/18,17866,19790518,True
Sandra Houston,Sandra_Houston@cruz.org,02-11-2000,88159159,20000211,True
Kimberly Fox,Kimberly_Fox@zuniga.com,1955/05/06,8062881,19550506,True
James Daniel,James_Daniel@adams-anderson.com,2004/11/21,570429,20041121,False
Sandra Ortiz,Sandra_Ortiz@hudson.org,1984/12/13,2342768,19841213,True
Jason Perez,Jason_Perez@garrison-best.com,22-07-2008,5285323,20080722,False
Nicole Perry,Nicole_Perry@ford.info,1953/08/22,81236407,19530822,True
Jonathan Barnes,Jonathan_Barnes@howard.com,12/20/1958,92446,19581220,True
Laura Sanford,Laura_Sanford@obrien-rogers.net,1973-07-02,179259,19730702,True
Joseph Bryant,Joseph_Bryant@anderson-gonzalez.biz,01/16/1975,83155355,19750116,True
Stephanie Thompson,Stephanie_Thompson@pope-smith.com,01/10/1955,19831,19550110,True
Angela Smith,Angela_Smith@bell.net,1971/06/28,575241,19710628,True
Brenda Cummings,Brenda_Cummings@alvarez.com,1968-01-03,227907,19680103,True
Daniel Arnold,Daniel_Arnold@kaiser-robinson.info,1997/10/09,88076335,19971009,True
Kristin Novak,Kristin_Novak@weaver.com,04/02/1993,6612985,19930402,True
Thomas Williams,Thomas_Williams@burgess.org,13-04-1950,1176288,19500413,True
Robert Briggs,Robert_Briggs@aguilar-martinez.com,12/29/1962,4942162,19621229,True
Keith Craig,Keith_Craig@baldwin-ross.com,1980-06-11,50901,19800611,True
Leslie Lambert,Leslie_Lambert@sutton-aguirre.org,06-04-1981,97188543,19810604,True
Sergio Zuniga,Sergio_Zuniga@phillips.com,2014/02/15,639765,20140215,False
Joy Aguilar,Joy_Aguilar@chavez.com,1980/10/29,506211,19801029,True
Gerald White,Gerald_White@phelps.com,1975-05-30,843819,19750530,True
Robert Velasquez,Robert_Velasquez@ramirez-davis.biz,05/06/1998,45353591,19980506,True
Nicole Knight,Nicole_Knight@jensen.biz,1970-07-29,64606,19700729,True
Michael Garcia,Michael_Garcia@marks.com,1961/01/10,81431,19610110,True
Tyler Aguilar,Tyler_Aguilar@carpenter.com,01/27/1993,42216,19930127,True
Jennifer Cox,Jennifer_Cox@flores-briggs.net,1959/02/19,9259293,19590219,True
Patrick Craig,Patrick_Craig@jennings.com,2008-02-19,9017485,20080219,False
William Davis,William_Davis@whitney.biz,2004-07-27,67567223,20040727,False
Jessica Silva,Jessica_Silva@parker-ward.com,11-04-1954,3631727,19541104,True
Kimberly Davis,Kimberly_Davis@lopez.biz,03/22/1967,67776,19670322,True
Andrea Collins,Andrea_Collins@cook-valdez.biz,1951-06-30,3889705,19510630,True
James Tate,James_Tate@whitney.com,08/22/2011,500415,20110822,False
Kimberly Schneider,Kimberly_Schneider@todd.com,08/26/1958,3243304,19580826,True
Jennifer Smith,Jennifer_Smith@long.com,12/16/1968,97691,19681216,True
Jonathan Davis,Jonathan_Davis@marshall-brown.info,04/07/2002,8848001,20020407,True
Michelle Ortega,Michelle_Ortega@horn.com,2013/11/11,522393,20131111,False
Stacey Walker,Stacey_Walker@norton.biz,29-01-1990,85917303,19900129,True
Robert Thomas,Robert_Thomas@thompson.biz,1967-02-04,401721,19670204,True
Adrian Cochran,Adrian_Cochran@logan.biz,1966-07-15,278349,19660715,True
Christian Mcintosh,Christian_Mcintosh@jordan.com,11-09-1974,71006,19741109,True
Deanna Torres,Deanna_Torres@green-thomas.com,25-03-1975,3145255,19750325,True
Lisa Lucero,Lisa_Lucero@scott.biz,2006/04/11,98953759,20060411,False
Nicole Francis,Nicole_Francis@williams.org,1992/10/08,13966,19921008,True
Deborah Miller,Deborah_Miller@henderson-vaughn.com,2003/12/26,4638446,20031226,False
Karen Boyd,Karen_Boyd@carr-campbell.net,12/04/1998,67366,19981204,True
Danielle Johnson,Danielle_Johnson@boone.com,1978-02-10,274263,19780210,True
James Hawkins,James_Hawkins@rose.com,1997-07-05,8654920,19970705,True
Sarah Chapman,Sarah_Chapman@mccarthy-morales.biz,1955/03/11,2438360,19550311,True
Suzanne Medina,Suzanne_Medina@huber-taylor.com,1974/05/23,532395,19740523,True
Jennifer Glass,Jennifer_Glass@medina.com,06/16/1961,544407,19610616,True
Stacy Willis,Stacy_Willis@west.com,2018/06/01,551079,20180601,False
Anna Mendoza,Anna_Mendoza@sanchez.biz,15-12-1971,21351,19711215,True
Danielle Cain,Danielle_Cain@browning.com,2008-01-30,7839238,20080130,False
Carla Jones,Carla_Jones@long-hernandez.biz,2017/06/08,292611,20170608,False
Matthew Diaz,Matthew_Diaz@ortiz.com,2004/04/29,19038407,20040429,False
Julie Leon,Julie_Leon@montgomery.biz,13-03-1993,60535175,19930313,True
Evan Page,Evan_Page@harrison.org,1994-08-08,37848247,19940808,True
Matthew Valdez,Matthew_Valdez@ruiz.com,09/19/1995,61781,19950919,True
Jared Myers,Jared_Myers@massey-johnson.com,10/05/1966,978675,19661005,True
Jason Davis,Jason_Davis@hernandez.com,1955-02-22,26161,19550222,True
William Valdez,William_Valdez@woods-parsons.com,1952-04-24,278529,19520424,True
Mark Bridges,Mark_Bridges@cook.com,1997/05/31,5602738,19970531,True
Andrew Rivera,Andrew_Rivera@mooney.com,06-09-1983,79406,19830609,True
Scott Martinez,Scott_Martinez@brennan.com,11/20/1964,587475,19641120,True
Christopher Lloyd,Christopher_Lloyd@schmidt.com,1955/07/04,3775024,19550704,True
Denise York,Denise_York@yates.com,1970-04-05,408765,19700405,True
Susan Hartman,Susan_Hartman@madden.org,1987-09-03,8863387,19870903,True
Tonya Reed,Tonya_Reed@coleman-lopez.com,21-04-1951,3277310,19510421,True
Michael Wilkinson,Michael_Wilkinson@mcknight.net,2012-07-31,8533904,20120731,False
Richard Reyes,Richard_Reyes@alvarez.org,11-06-1960,71956,19601106,True
Evan Smith,Evan_Smith@potter-gallagher.com,1994/04/23,95421,19940423,True
Victoria Jones,Victoria_Jones@farrell.com,1959/09/07,336225,19590907,True
Cheryl Moore,Cheryl_Moore@williams.com,1970/12/31,26631,19701231,True
Joshua Pittman,Joshua_Pittman@leon.net,1953/04/28,347115,19530428,True
Mary Cooper,Mary_Cooper@walker-green.info,1976-10-17,2522570,19761017,True
Jessica Delgado,Jessica_Delgado@curtis.com,1969/07/12,3637180,19690712,True
Brian Pearson,Brian_Pearson@jackson-smith.com,26-01-2017,96690271,20170126,False
Kathryn Lamb,Kathryn_Lamb@stephens.biz,2000-01-23,6065158,20000123,True
Edward Brooks,Edward_Brooks@lane.info,2000-04-04,92929919,20000404,True
Brenda Wright,Brenda_Wright@simpson.com,2011/12/07,77651,20111207,False
Samuel Dyer,Samuel_Dyer@howard.com,26-11-1981,436557,19811126,True
Brian Bryant,Brian_Bryant@mejia.com,13-09-2015,40782655,20150913,False
Kimberly Wood,Kimberly_Wood@jordan-walsh.com,05/18/1994,9412705,19940518,True
Brittany Garcia,Brittany_Garcia@hobbs.com,2008-07-05,38240231,20080705,False
Trevor Byrd,Trevor_Byrd@cooke.com,14-07-2009,54940471,20090714,False
Larry Herrera,Larry_Herrera@mata-bean.biz,08-12-2014,6943546,20140812,False
Joseph Owens,Joseph_Owens@white.com,1970/01/25,12326,19700125,True
Amber Burnett,Amber_Burnett@gill.com,1955-10-12,1402451,19551012,True
Jordan Pugh,Jordan_Pugh@villanueva.com,1990-09-17,768951,19900917,True
Daniel Welch,Daniel_Welch@riggs.com,1967/12/19,301227,19671219,True
